Order_ID,Product_Name,Category,City,Supplier,Import_Cost,Selling_Price,Quantity_Sold,Shipment_Delay_Days,Order_Date,Delivery_Date,Profit,Damaged_Goods,Month,Year
ORD02074,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,85.8,249.91,1,7,2023-10-01,2023-10-08,164.11,False,10,2023
ORD02075,Smart Watches,Smart Watches,Nagpur,Shenzhen Traders,1206.42,2744.75,1,5,2024-07-15,2024-07-20,1538.33,False,7,2024
ORD02076,Kitchen Gadgets,Kitchen Gadgets,Pune,Guangzhou Imports,175.86,467.64,8,3,2024-11-23,2024-11-26,2334.24,False,11,2024
ORD02077,LED Lights,LED Lights,Nashik,Dragon Supply Co,303.48,709.34,5,12,2024-02-16,2024-02-28,2029.3,False,2,2024
ORD02078,Mobile Accessories,Mobile Accessories,Pune,Yiwu Global Trade,228.24,657.52,1,2,2023-01-15,2023-01-17,429.28,False,1,2023
ORD02079,LED Lights,LED Lights,Thane,Dragon Supply Co,243.09,676.27,3,11,2023-03-27,2023-04-07,1299.54,False,3,2023
ORD02080,LED Lights,LED Lights,Mumbai,Shenzhen Traders,414.02,1171.71,1,4,2024-06-04,2024-06-08,757.69,False,6,2024
ORD02081,Home Decor,Home Decor,Mumbai,Dragon Supply Co,169.95,473.88,1,6,2024-02-23,2024-02-29,303.93,False,2,2024
ORD02082,LED Lights,LED Lights,Pune,Shenzhen Traders,405.9,1217.11,1,4,2024-07-08,2024-07-12,811.21,False,7,2024
ORD02083,Home Decor,Home Decor,Thane,Yiwu Global Trade,135.7,429.89,3,1,2024-06-01,2024-06-02,882.57,False,6,2024
ORD02084,Mobile Accessories,Mobile Accessories,Thane,Guangzhou Imports,141.65,300.67,2,6,2023-08-25,2023-08-31,318.04,False,8,2023
ORD02085,Kitchen Gadgets,Kitchen Gadgets,Pune,Yiwu Global Trade,146.04,328.45,4,2,2024-02-03,2024-02-05,729.64,False,2,2024
ORD02086,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,315.29,705.26,2,2,2023-06-05,2023-06-07,779.94,False,6,2023
ORD02087,Kitchen Gadgets,Kitchen Gadgets,Thane,Guangzhou Imports,192.39,570.08,7,3,2023-06-07,2023-06-10,2643.83,False,6,2023
ORD02088,Smart Watches,Smart Watches,Thane,Guangzhou Imports,1767.81,4799.6,2,8,2023-09-19,2023-09-27,6063.58,False,9,2023
ORD02089,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,122.73,316.41,1,3,2023-08-17,2023-08-20,193.68,False,8,2023
ORD02090,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,184.39,440.13,10,3,2024-11-05,2024-11-08,2557.4,False,11,2024
ORD02091,Mobile Accessories,Mobile Accessories,Thane,Yiwu Global Trade,189.83,445.61,2,1,2023-02-11,2023-02-12,511.56,False,2,2023
ORD02092,Smart Watches,Smart Watches,Mumbai,Shenzhen Traders,1741.41,3678.47,9,0,2023-10-07,2023-10-07,17433.54,False,10,2023
ORD02093,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,122.75,314.01,1,1,2023-04-28,2023-04-29,191.26,False,4,2023
ORD02094,Home Decor,Home Decor,Nagpur,Yiwu Global Trade,210.58,674.52,1,1,2023-09-18,2023-09-19,463.94,False,9,2023
ORD02095,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,101.23,287.5,1,1,2023-12-20,2023-12-21,186.27,False,12,2023
ORD02096,LED Lights,LED Lights,Thane,Dragon Supply Co,407.88,832.47,7,1,2024-03-16,2024-03-17,2972.13,False,3,2024
ORD02097,Smart Watches,Smart Watches,Nagpur,Shenzhen Traders,1139.8,2433.2,5,3,2023-01-07,2023-01-10,6467.0,False,1,2023
ORD02098,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Shenzhen Traders,406.68,1056.69,1,1,2024-04-20,2024-04-21,650.01,False,4,2024
ORD02099,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Guangzhou Imports,340.99,867.85,1,9,2023-02-22,2023-03-03,526.86,False,2,2023
ORD02100,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Shenzhen Traders,407.85,994.73,1,0,2024-10-29,2024-10-29,586.88,False,10,2024
ORD02101,Home Decor,Home Decor,Thane,Dragon Supply Co,237.26,623.4,2,11,2024-01-02,2024-01-13,772.28,False,1,2024
ORD02102,Smart Watches,Smart Watches,Mumbai,Guangzhou Imports,766.3,2026.71,11,9,2024-04-15,2024-04-24,13864.51,False,4,2024
ORD02103,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Dragon Supply Co,716.1,1412.7,1,12,2024-12-01,2024-12-13,696.6,False,12,2024
ORD02104,Home Decor,Home Decor,Nagpur,Dragon Supply Co,282.6,759.79,6,4,2024-06-04,2024-06-08,2863.14,False,6,2024
ORD02105,Home Decor,Home Decor,Mumbai,Dragon Supply Co,114.79,377.62,1,9,2023-07-29,2023-08-07,262.83,False,7,2023
ORD02106,LED Lights,LED Lights,Mumbai,Shenzhen Traders,363.37,857.81,1,2,2023-02-08,2023-02-10,494.44,False,2,2023
ORD02107,Kitchen Gadgets,Kitchen Gadgets,Thane,Guangzhou Imports,306.76,655.2,2,5,2023-12-02,2023-12-07,696.88,False,12,2023
ORD02108,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Shenzhen Traders,637.52,1630.86,4,2,2023-05-27,2023-05-29,3973.36,False,5,2023
ORD02109,Home Decor,Home Decor,Nashik,Dragon Supply Co,95.9,197.16,5,18,2023-08-01,2023-08-19,506.3,True,8,2023
ORD02110,Smart Watches,Smart Watches,Mumbai,Shenzhen Traders,1123.97,2273.45,3,0,2023-04-15,2023-04-15,3448.44,False,4,2023
ORD02111,Smart Watches,Smart Watches,Thane,Guangzhou Imports,1045.66,2905.75,3,8,2024-03-07,2024-03-15,5580.27,False,3,2024
ORD02112,Bluetooth Speakers,Bluetooth Speakers,Pune,Dragon Supply Co,734.51,1721.96,5,1,2023-08-10,2023-08-11,4937.25,False,8,2023
ORD02113,Mobile Accessories,Mobile Accessories,Nagpur,Guangzhou Imports,226.79,614.06,1,12,2024-01-02,2024-01-14,387.27,False,1,2024
ORD02114,Smart Watches,Smart Watches,Thane,Shenzhen Traders,1635.14,3706.88,6,6,2023-07-02,2023-07-08,12430.44,False,7,2023
ORD02115,Home Decor,Home Decor,Pune,Yiwu Global Trade,160.34,543.3,4,3,2024-03-19,2024-03-22,1531.84,False,3,2024
ORD02116,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Shenzhen Traders,701.71,1704.87,6,6,2024-04-24,2024-04-30,6018.96,False,4,2024
ORD02117,Home Decor,Home Decor,Pune,Dragon Supply Co,275.36,926.45,2,3,2023-08-23,2023-08-26,1302.18,False,8,2023
ORD02118,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,112.26,250.87,1,2,2024-07-22,2024-07-24,138.61,False,7,2024
ORD02119,Home Decor,Home Decor,Thane,Dragon Supply Co,213.8,580.97,1,11,2023-05-17,2023-05-28,367.17,False,5,2023
ORD02120,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,181.65,549.98,26,5,2024-03-12,2024-03-17,9576.58,False,3,2024
ORD02121,Smart Watches,Smart Watches,Nashik,Shenzhen Traders,1262.75,2926.3,2,6,2023-10-08,2023-10-14,3327.1,False,10,2023
ORD02122,LED Lights,LED Lights,Nagpur,Dragon Supply Co,412.98,959.7,1,14,2023-10-29,2023-11-12,546.72,False,10,2023
ORD02123,LED Lights,LED Lights,Nagpur,Shenzhen Traders,340.21,773.57,4,7,2024-11-18,2024-11-25,1733.44,False,11,2024
ORD02124,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,141.94,431.82,5,2,2023-02-07,2023-02-09,1449.4,False,2,2023
ORD02125,LED Lights,LED Lights,Mumbai,Dragon Supply Co,184.99,483.23,2,11,2024-02-25,2024-03-07,596.48,False,2,2024
ORD02126,Bluetooth Speakers,Bluetooth Speakers,Pune,Dragon Supply Co,816.35,1883.01,9,0,2023-09-30,2023-09-30,9599.94,False,9,2023
ORD02127,Bluetooth Speakers,Bluetooth Speakers,Nashik,Shenzhen Traders,890.05,2191.66,8,1,2023-11-04,2023-11-05,10412.88,False,11,2023
ORD02128,Smart Watches,Smart Watches,Thane,Guangzhou Imports,1727.46,3897.36,6,2,2023-04-23,2023-04-25,13019.4,False,4,2023
ORD02129,Home Decor,Home Decor,Pune,Yiwu Global Trade,280.31,872.65,2,3,2024-02-09,2024-02-12,1184.68,False,2,2024
ORD02130,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Yiwu Global Trade,358.54,1070.94,3,2,2023-04-25,2023-04-27,2137.2,False,4,2023
ORD02131,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Guangzhou Imports,334.84,771.82,1,1,2023-03-06,2023-03-07,436.98,False,3,2023
ORD02132,Home Decor,Home Decor,Pune,Yiwu Global Trade,222.08,503.94,2,0,2024-01-04,2024-01-04,563.72,False,1,2024
ORD02133,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Shenzhen Traders,897.68,1719.49,11,1,2023-01-12,2023-01-13,9039.91,False,1,2023
ORD02134,Home Decor,Home Decor,Thane,Yiwu Global Trade,199.62,622.46,2,2,2023-02-22,2023-02-24,845.68,False,2,2023
ORD02135,Smart Watches,Smart Watches,Aurangabad,Shenzhen Traders,967.5,2130.06,4,4,2023-12-26,2023-12-30,4650.24,False,12,2023
ORD02136,LED Lights,LED Lights,Pune,Dragon Supply Co,363.45,775.37,5,10,2023-06-29,2023-07-09,2059.6,False,6,2023
ORD02137,Home Decor,Home Decor,Pune,Dragon Supply Co,250.36,649.95,7,9,2023-08-23,2023-09-01,2797.13,False,8,2023
ORD02138,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Guangzhou Imports,260.3,706.24,20,6,2024-04-21,2024-04-27,8918.8,False,4,2024
ORD02139,LED Lights,LED Lights,Nashik,Shenzhen Traders,266.0,563.84,5,4,2024-07-23,2024-07-27,1489.2,False,7,2024
ORD02140,Kitchen Gadgets,Kitchen Gadgets,Nagpur,Yiwu Global Trade,309.9,855.11,1,2,2024-10-01,2024-10-03,545.21,False,10,2024
ORD02141,Kitchen Gadgets,Kitchen Gadgets,Thane,Yiwu Global Trade,127.67,374.83,12,3,2023-08-19,2023-08-22,2965.92,False,8,2023
ORD02142,Smart Watches,Smart Watches,Mumbai,Shenzhen Traders,1114.09,2852.9,15,4,2023-08-21,2023-08-25,26082.15,False,8,2023
ORD02143,Bluetooth Speakers,Bluetooth Speakers,Nashik,Shenzhen Traders,426.18,912.16,7,3,2023-11-29,2023-12-02,3401.86,False,11,2023
ORD02144,Smart Watches,Smart Watches,Nashik,Shenzhen Traders,1660.92,3985.79,5,2,2024-10-18,2024-10-20,11624.35,False,10,2024
ORD02145,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,892.1,2090.28,3,0,2024-02-19,2024-02-19,3594.54,False,2,2024
ORD02146,LED Lights,LED Lights,Mumbai,Dragon Supply Co,325.48,679.41,4,14,2023-08-11,2023-08-25,1415.72,True,8,2023
ORD02147,Smart Watches,Smart Watches,Mumbai,Shenzhen Traders,1758.14,2982.34,10,1,2024-06-28,2024-06-29,12242.0,True,6,2024
ORD02148,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Shenzhen Traders,847.83,1945.22,1,6,2023-09-27,2023-10-03,1097.39,False,9,2023
ORD02149,Mobile Accessories,Mobile Accessories,Nagpur,Guangzhou Imports,164.69,419.84,8,7,2023-11-29,2023-12-06,2041.2,False,11,2023
ORD02150,LED Lights,LED Lights,Nagpur,Shenzhen Traders,317.76,918.78,1,4,2023-12-29,2024-01-02,601.02,False,12,2023
ORD02151,Mobile Accessories,Mobile Accessories,Thane,Guangzhou Imports,155.67,415.78,5,12,2024-10-14,2024-10-26,1300.55,False,10,2024
ORD02152,LED Lights,LED Lights,Aurangabad,Dragon Supply Co,205.87,552.36,22,5,2024-08-01,2024-08-06,7622.78,False,8,2024
ORD02153,Mobile Accessories,Mobile Accessories,Pune,Guangzhou Imports,182.6,583.64,2,3,2024-11-09,2024-11-12,802.08,False,11,2024
ORD02154,Bluetooth Speakers,Bluetooth Speakers,Thane,Shenzhen Traders,869.21,2058.37,6,4,2023-02-21,2023-02-25,7134.96,False,2,2023
ORD02155,Mobile Accessories,Mobile Accessories,Mumbai,Yiwu Global Trade,243.27,605.03,34,2,2023-12-03,2023-12-05,12299.84,False,12,2023
ORD02156,LED Lights,LED Lights,Mumbai,Dragon Supply Co,415.76,1031.26,3,0,2023-05-16,2023-05-16,1846.5,False,5,2023
ORD02157,Home Decor,Home Decor,Thane,Yiwu Global Trade,110.92,338.44,4,4,2023-12-28,2024-01-01,910.08,False,12,2023
ORD02158,Kitchen Gadgets,Kitchen Gadgets,Thane,Guangzhou Imports,287.23,676.23,9,6,2023-04-24,2023-04-30,3501.0,False,4,2023
ORD02159,Mobile Accessories,Mobile Accessories,Aurangabad,Yiwu Global Trade,152.47,367.33,5,2,2023-05-25,2023-05-27,1074.3,False,5,2023
ORD02160,LED Lights,LED Lights,Mumbai,Dragon Supply Co,314.7,821.26,4,9,2024-07-03,2024-07-12,2026.24,False,7,2024
ORD02161,Smart Watches,Smart Watches,Nagpur,Shenzhen Traders,697.88,1924.35,6,2,2024-09-08,2024-09-10,7358.82,False,9,2024
ORD02162,Kitchen Gadgets,Kitchen Gadgets,Nagpur,Yiwu Global Trade,312.21,805.77,3,2,2024-05-17,2024-05-19,1480.68,False,5,2024
ORD02163,Smart Watches,Smart Watches,Mumbai,Guangzhou Imports,1758.82,3591.42,2,6,2024-08-07,2024-08-13,3665.2,False,8,2024
ORD02164,Bluetooth Speakers,Bluetooth Speakers,Pune,Dragon Supply Co,724.62,1399.46,6,10,2023-04-13,2023-04-23,4049.04,False,4,2023
ORD02165,Bluetooth Speakers,Bluetooth Speakers,Thane,Dragon Supply Co,741.83,1447.37,2,13,2023-08-12,2023-08-25,1411.08,False,8,2023
ORD02166,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,144.85,443.31,1,0,2023-09-06,2023-09-06,298.46,False,9,2023
ORD02167,Smart Watches,Smart Watches,Thane,Shenzhen Traders,1408.53,3848.38,2,3,2023-07-29,2023-08-01,4879.7,False,7,2023
ORD02168,Mobile Accessories,Mobile Accessories,Thane,Yiwu Global Trade,143.2,425.72,6,4,2023-03-27,2023-03-31,1695.12,False,3,2023
ORD02169,Mobile Accessories,Mobile Accessories,Nagpur,Guangzhou Imports,123.89,382.95,9,10,2024-01-29,2024-02-08,2331.54,False,1,2024
ORD02170,Home Decor,Home Decor,Mumbai,Dragon Supply Co,292.1,922.34,2,9,2023-05-13,2023-05-22,1260.48,False,5,2023
ORD02171,Home Decor,Home Decor,Pune,Yiwu Global Trade,185.14,474.24,1,1,2023-11-10,2023-11-11,289.1,False,11,2023
ORD02172,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Shenzhen Traders,694.6,1512.02,2,4,2023-07-11,2023-07-15,1634.84,False,7,2023
ORD02173,Bluetooth Speakers,Bluetooth Speakers,Nashik,Dragon Supply Co,472.64,776.27,1,3,2024-11-21,2024-11-24,303.63,True,11,2024
ORD02174,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,530.06,1357.19,5,18,2024-09-26,2024-10-14,4135.65,False,9,2024
ORD02175,Home Decor,Home Decor,Mumbai,Dragon Supply Co,155.88,516.3,1,21,2023-02-03,2023-02-24,360.42,False,2,2023
ORD02176,LED Lights,LED Lights,Thane,Dragon Supply Co,392.17,1156.98,4,8,2023-04-28,2023-05-06,3059.24,False,4,2023
ORD02177,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,897.56,1400.01,3,12,2024-10-04,2024-10-16,1507.35,True,10,2024
ORD02178,Mobile Accessories,Mobile Accessories,Thane,Guangzhou Imports,111.36,319.33,3,7,2024-01-29,2024-02-05,623.91,False,1,2024
ORD02179,Mobile Accessories,Mobile Accessories,Nagpur,Yiwu Global Trade,154.48,308.94,1,2,2024-05-26,2024-05-28,154.46,False,5,2024
ORD02180,LED Lights,LED Lights,Thane,Shenzhen Traders,353.98,506.42,16,4,2023-11-11,2023-11-15,2439.04,True,11,2023
ORD02181,Mobile Accessories,Mobile Accessories,Thane,Yiwu Global Trade,122.64,250.89,7,3,2024-12-03,2024-12-06,897.75,False,12,2024
ORD02182,Home Decor,Home Decor,Pune,Yiwu Global Trade,125.21,322.96,4,4,2024-01-14,2024-01-18,791.0,False,1,2024
ORD02183,Mobile Accessories,Mobile Accessories,Pune,Guangzhou Imports,202.6,371.86,15,2,2024-11-17,2024-11-19,2538.9,False,11,2024
ORD02184,Mobile Accessories,Mobile Accessories,Nagpur,Yiwu Global Trade,104.37,328.75,1,3,2023-07-23,2023-07-26,224.38,False,7,2023
ORD02185,Home Decor,Home Decor,Pune,Yiwu Global Trade,212.88,639.53,4,2,2023-11-19,2023-11-21,1706.6,False,11,2023
ORD02186,Smart Watches,Smart Watches,Mumbai,Guangzhou Imports,1686.75,3007.84,3,1,2024-11-22,2024-11-23,3963.27,True,11,2024
ORD02187,LED Lights,LED Lights,Thane,Shenzhen Traders,364.49,772.59,1,3,2023-10-22,2023-10-25,408.1,False,10,2023
ORD02188,Home Decor,Home Decor,Nagpur,Yiwu Global Trade,107.0,325.66,2,2,2023-05-09,2023-05-11,437.32,False,5,2023
ORD02189,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Guangzhou Imports,280.17,701.74,16,2,2023-10-20,2023-10-22,6745.12,False,10,2023
ORD02190,Home Decor,Home Decor,Nagpur,Dragon Supply Co,169.38,590.18,7,7,2023-08-22,2023-08-29,2945.6,False,8,2023
ORD02191,Mobile Accessories,Mobile Accessories,Nagpur,Yiwu Global Trade,141.22,282.75,4,3,2023-04-04,2023-04-07,566.12,False,4,2023
ORD02192,Mobile Accessories,Mobile Accessories,Aurangabad,Yiwu Global Trade,229.93,372.65,6,2,2024-03-27,2024-03-29,856.32,True,3,2024
ORD02193,Smart Watches,Smart Watches,Mumbai,Shenzhen Traders,1121.93,3033.52,2,5,2024-03-16,2024-03-21,3823.18,False,3,2024
ORD02194,Bluetooth Speakers,Bluetooth Speakers,Thane,Dragon Supply Co,544.12,1392.58,9,7,2023-12-10,2023-12-17,7636.14,False,12,2023
ORD02195,Bluetooth Speakers,Bluetooth Speakers,Nashik,Shenzhen Traders,594.14,1290.42,1,6,2024-01-31,2024-02-06,696.28,False,1,2024
ORD02196,Smart Watches,Smart Watches,Mumbai,Guangzhou Imports,1259.43,2766.72,29,8,2023-12-25,2024-01-02,43711.41,False,12,2023
ORD02197,Kitchen Gadgets,Kitchen Gadgets,Aurangabad,Yiwu Global Trade,309.62,868.7,6,2,2023-03-16,2023-03-18,3354.48,False,3,2023
ORD02198,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,518.79,1128.36,5,8,2023-01-16,2023-01-24,3047.85,False,1,2023
ORD02199,Kitchen Gadgets,Kitchen Gadgets,Pune,Guangzhou Imports,336.55,941.37,6,4,2024-08-15,2024-08-19,3628.92,False,8,2024
ORD02200,LED Lights,LED Lights,Mumbai,Shenzhen Traders,312.41,673.78,10,4,2023-03-18,2023-03-22,3613.7,False,3,2023
ORD02201,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Guangzhou Imports,235.17,640.74,18,5,2023-10-24,2023-10-29,7300.26,False,10,2023
ORD02202,Home Decor,Home Decor,Mumbai,Yiwu Global Trade,261.57,767.02,5,2,2023-11-22,2023-11-24,2527.25,False,11,2023
ORD02203,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,524.07,1085.87,10,10,2023-12-25,2024-01-04,5618.0,False,12,2023
ORD02204,Bluetooth Speakers,Bluetooth Speakers,Nagpur,Shenzhen Traders,769.87,1748.69,2,4,2023-06-14,2023-06-18,1957.64,False,6,2023
ORD02205,LED Lights,LED Lights,Thane,Shenzhen Traders,200.58,402.9,16,6,2024-03-30,2024-04-05,3237.12,False,3,2024
ORD02206,LED Lights,LED Lights,Thane,Dragon Supply Co,255.19,740.51,6,15,2024-06-13,2024-06-28,2911.92,False,6,2024
ORD02207,Mobile Accessories,Mobile Accessories,Pune,Guangzhou Imports,91.22,243.79,2,13,2023-05-19,2023-06-01,305.14,False,5,2023
ORD02208,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,446.37,942.85,2,5,2023-02-21,2023-02-26,992.96,False,2,2023
ORD02209,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,100.13,307.83,3,7,2024-12-18,2024-12-25,623.1,False,12,2024
ORD02210,Kitchen Gadgets,Kitchen Gadgets,Nashik,Guangzhou Imports,193.12,552.94,2,4,2024-10-18,2024-10-22,719.64,False,10,2024
ORD02211,LED Lights,LED Lights,Thane,Shenzhen Traders,203.3,414.61,3,1,2023-06-02,2023-06-03,633.93,False,6,2023
ORD02212,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,771.93,1783.41,5,5,2023-01-06,2023-01-11,5057.4,False,1,2023
ORD02213,Smart Watches,Smart Watches,Nagpur,Guangzhou Imports,859.11,2332.65,7,9,2024-12-17,2024-12-26,10314.78,False,12,2024
ORD02214,Home Decor,Home Decor,Thane,Dragon Supply Co,317.2,744.37,1,5,2024-11-09,2024-11-14,427.17,True,11,2024
ORD02215,Mobile Accessories,Mobile Accessories,Nashik,Yiwu Global Trade,235.85,461.17,1,3,2023-09-27,2023-09-30,225.32,False,9,2023
ORD02216,Home Decor,Home Decor,Aurangabad,Yiwu Global Trade,163.76,511.72,2,3,2024-09-23,2024-09-26,695.92,False,9,2024
ORD02217,LED Lights,LED Lights,Nagpur,Dragon Supply Co,371.84,749.61,4,7,2024-06-03,2024-06-10,1511.08,False,6,2024
ORD02218,Bluetooth Speakers,Bluetooth Speakers,Pune,Dragon Supply Co,488.99,1104.82,4,10,2024-10-23,2024-11-02,2463.32,False,10,2024
ORD02219,LED Lights,LED Lights,Pune,Dragon Supply Co,220.05,583.0,6,4,2023-04-01,2023-04-05,2177.7,False,4,2023
ORD02220,Smart Watches,Smart Watches,Aurangabad,Guangzhou Imports,1038.15,2302.9,3,3,2024-01-12,2024-01-15,3794.25,False,1,2024
ORD02221,Home Decor,Home Decor,Nashik,Dragon Supply Co,166.57,373.25,5,7,2023-06-01,2023-06-08,1033.4,False,6,2023
ORD02222,Kitchen Gadgets,Kitchen Gadgets,Nashik,Yiwu Global Trade,125.0,305.33,11,5,2024-07-13,2024-07-18,1983.63,False,7,2024
ORD02223,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Shenzhen Traders,719.55,1718.14,2,4,2023-01-12,2023-01-16,1997.18,False,1,2023
ORD02224,Kitchen Gadgets,Kitchen Gadgets,Pune,Guangzhou Imports,208.95,616.11,4,8,2023-06-26,2023-07-04,1628.64,False,6,2023
ORD02225,Kitchen Gadgets,Kitchen Gadgets,Pune,Yiwu Global Trade,189.33,553.23,7,1,2024-03-23,2024-03-24,2547.3,False,3,2024
ORD02226,LED Lights,LED Lights,Thane,Dragon Supply Co,395.0,799.09,9,9,2023-12-29,2024-01-07,3636.81,False,12,2023
ORD02227,LED Lights,LED Lights,Mumbai,Shenzhen Traders,269.61,580.74,21,5,2023-12-22,2023-12-27,6533.73,False,12,2023
ORD02228,LED Lights,LED Lights,Mumbai,Shenzhen Traders,183.23,514.32,5,3,2023-07-05,2023-07-08,1655.45,False,7,2023
ORD02229,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Yiwu Global Trade,282.79,815.63,6,5,2023-05-14,2023-05-19,3197.04,False,5,2023
ORD02230,Smart Watches,Smart Watches,Nagpur,Shenzhen Traders,714.59,1508.48,2,4,2024-10-26,2024-10-30,1587.78,False,10,2024
ORD02231,LED Lights,LED Lights,Mumbai,Shenzhen Traders,408.33,818.23,2,8,2023-02-20,2023-02-28,819.8,False,2,2023
ORD02232,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,93.5,210.24,7,7,2023-04-16,2023-04-23,817.18,False,4,2023
ORD02233,Bluetooth Speakers,Bluetooth Speakers,Nashik,Dragon Supply Co,622.42,1490.32,1,12,2023-10-29,2023-11-10,867.9,False,10,2023
ORD02234,Home Decor,Home Decor,Pune,Yiwu Global Trade,206.74,476.21,6,3,2023-06-19,2023-06-22,1616.82,False,6,2023
ORD02235,Smart Watches,Smart Watches,Thane,Shenzhen Traders,1311.75,2822.2,3,4,2024-03-30,2024-04-03,4531.35,False,3,2024
ORD02236,LED Lights,LED Lights,Mumbai,Shenzhen Traders,257.14,769.36,15,2,2023-05-26,2023-05-28,7683.3,False,5,2023
ORD02237,Home Decor,Home Decor,Nagpur,Dragon Supply Co,206.53,530.99,2,9,2023-07-03,2023-07-12,648.92,False,7,2023
ORD02238,Smart Watches,Smart Watches,Nagpur,Shenzhen Traders,1403.07,3892.83,7,5,2024-11-30,2024-12-05,17428.32,False,11,2024
ORD02239,Mobile Accessories,Mobile Accessories,Mumbai,Guangzhou Imports,163.97,351.66,9,8,2023-09-28,2023-10-06,1689.21,True,9,2023
ORD02240,Bluetooth Speakers,Bluetooth Speakers,Nashik,Dragon Supply Co,844.25,1867.61,3,8,2023-07-22,2023-07-30,3070.08,False,7,2023
ORD02241,Home Decor,Home Decor,Pune,Yiwu Global Trade,267.42,906.24,6,1,2024-09-19,2024-09-20,3832.92,False,9,2024
ORD02242,Kitchen Gadgets,Kitchen Gadgets,Nagpur,Yiwu Global Trade,309.06,737.77,2,2,2024-08-16,2024-08-18,857.42,False,8,2024
ORD02243,Bluetooth Speakers,Bluetooth Speakers,Pune,Shenzhen Traders,769.88,1631.71,3,5,2024-08-22,2024-08-27,2585.49,False,8,2024
ORD02244,Mobile Accessories,Mobile Accessories,Nagpur,Guangzhou Imports,87.26,200.18,1,13,2024-08-28,2024-09-10,112.92,False,8,2024
ORD02245,Bluetooth Speakers,Bluetooth Speakers,Thane,Shenzhen Traders,815.56,2104.63,4,6,2024-01-30,2024-02-05,5156.28,False,1,2024
ORD02246,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Shenzhen Traders,755.82,1640.05,8,2,2023-08-01,2023-08-03,7073.84,False,8,2023
ORD02247,Mobile Accessories,Mobile Accessories,Pune,Yiwu Global Trade,227.94,457.96,2,4,2024-04-15,2024-04-19,460.04,False,4,2024
ORD02248,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,870.32,1250.07,2,6,2024-01-17,2024-01-23,759.5,True,1,2024
ORD02249,Bluetooth Speakers,Bluetooth Speakers,Mumbai,Dragon Supply Co,458.77,1031.37,11,18,2023-09-27,2023-10-15,6298.6,False,9,2023
ORD02250,Kitchen Gadgets,Kitchen Gadgets,Mumbai,Guangzhou Imports,246.5,678.21,3,9,2024-12-17,2024-12-26,1295.13,False,12,2024
ORD02251,Mobile Accessories,Mobile Accessories,Aurangabad,Yiwu Global Trade,90.16,283.64,1,3,2024-06-21,2024-06-24,193.48,False,6,2024
ORD02252,Smart Watches,Smart Watches,Nagpur,Guangzhou Imports,812.7,1962.68,8,4,2024-08-09,2024-08-13,9199.84,False,8,2024
ORD02253,Mobile Accessories,Mobile Accessories,Pune,Yiwu Global Trade,242.67,651.35,5,3,2024-06-24,2024-06-27,2043.4,False,6,2024
ORD02254,Smart Watches,Smart Watches,Nagpur,Guangzhou Imports,1338.98,3245.3,7,0,2023-05-18,2023-05-18,13344.24,False,5,2023
ORD02255,Smart Watches,Smart Watches,Pune,Shenzhen Traders,1766.0,3621.18,7,4,2024-12-16,2024-12-20,12986.26,False,12,2024
